Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,Administrative,Informational,ProductRelated,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,599.5833333,0,0.016326531,0,0,0,14,0,Nov,2,2,1,20,Returning_Visitor,FALSE,0
0,154.8333333,5209.958128,0.008311643,0.021844997,0,1,4,224,0,Nov,1,2,3,2,Returning_Visitor,FALSE,1
0,0,1005.833333,0.009090909,0.039393939,0,0,0,21,0,Dec,2,2,2,2,Returning_Visitor,FALSE,0
1028.833333,3,6794.735417,0.002469136,0.015526696,3.726530231,12,1,155,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
43,0,2544.053571,0,0.015920398,62.40576241,4,0,66,0,Nov,4,1,2,2,Returning_Visitor,FALSE,0
0,0,56.625,0.028571429,0.066666667,0,0,0,7,0,Dec,3,2,1,20,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,7,1,1,3,Returning_Visitor,FALSE,0
279.25,1652,1717.740476,0,0.018472224,18.07802206,8,2,43,0,Dec,3,2,5,2,Returning_Visitor,FALSE,1
302.0833333,0,1778.663263,0,0.002857143,16.43784656,10,0,81,0,Nov,1,1,1,8,New_Visitor,TRUE,0
0,0,1246.708333,0.03030303,0.056986532,0,0,0,33,0,Dec,3,2,1,2,Returning_Visitor,FALSE,0
0,0,342.9202381,0,0.011794872,0,0,0,13,0,Nov,3,2,3,2,New_Visitor,TRUE,0
121.425,273.5,2565.797222,0.001869159,0.012071651,0,8,3,100,0,Nov,2,2,7,13,Returning_Visitor,TRUE,0
0,0,488.4090909,0.014285714,0.02173913,0,0,0,29,0,Nov,1,8,1,11,New_Visitor,FALSE,1
0,0,148.3333333,0.066666667,0.088888889,0,0,0,9,0,Dec,2,2,3,2,Returning_Visitor,FALSE,0
81.75,0,4838.29406,0.003046557,0.022523524,0.789591795,6,0,152,0,Nov,2,2,2,2,Returning_Visitor,TRUE,0
7,364.9166667,7445.957075,0.004316069,0.015735624,1.26665917,1,4,248,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
0,14,2763.011332,0.005367232,0.007566642,0,0,1,119,0,Nov,3,2,3,13,Returning_Visitor,TRUE,0
191,26.5,1874.841667,0.009302326,0.010077519,0,6,1,37,0,Nov,2,2,4,3,Returning_Visitor,FALSE,0
0,0,493,0,0.00952381,55.5696756,0,0,22,0,Nov,4,1,9,8,Returning_Visitor,TRUE,1
0,0,293.4166667,0,0.013461538,0,1,0,25,0,Nov,3,2,3,10,Returning_Visitor,TRUE,0
123.875,0,2903.764417,0.00625,0.015280206,1.773369333,13,0,87,0,Dec,2,2,3,2,Returning_Visitor,FALSE,0
191,0,8956.097502,0.003094233,0.012109705,0,7,0,237,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
0,0,182.25,0.046153846,0.076923077,0,0,0,13,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
206,69.5,1140.791667,0,0.020707071,6.641911419,1,2,65,0,Nov,2,2,4,2,Returning_Visitor,FALSE,1
0,8,723.7666667,0.011494253,0.016387521,0,0,2,27,0,Nov,1,1,1,2,Returning_Visitor,TRUE,0
0,0,1584.25,0.02,0.05,0,0,1,10,0,Dec,2,2,1,8,Returning_Visitor,FALSE,0
0,0,723,0.015873016,0.026077098,0,0,0,23,0,Dec,3,2,2,13,Returning_Visitor,FALSE,0
262.1212121,0,7468.860173,0.012900188,0.020948132,3.014025584,5,1,117,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
17.75,0,610.975,0.031818182,0.072727273,0,1,0,22,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
21,0,276.5,0,0.015384615,0,2,0,11,0,Nov,2,2,7,2,Returning_Visitor,FALSE,0
0,0,47.25,0,0.033333333,0,0,0,6,0,Dec,2,5,1,1,Returning_Visitor,FALSE,0
0,0,0.5,0,0.066666667,0,0,0,1,0,Dec,2,2,4,13,Returning_Visitor,FALSE,0
0,0,431.1666667,0,0.004545455,0,0,0,11,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
0,19.5,1249.75,0.008333333,0.02046131,0,0,2,48,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,242.75,0,0.004910714,0,0,0,16,0,Nov,1,8,2,11,Returning_Visitor,TRUE,0
0,0,366.75,0.018181818,0.040909091,0,0,0,22,0,Nov,2,2,6,1,Returning_Visitor,FALSE,0
0,0,182.5,0.085714286,0.076190476,0,0,0,7,0,Nov,3,2,3,13,Returning_Visitor,FALSE,0
88.375,0,3230.546573,0,0.017862319,15.38432962,11,1,81,0,Nov,1,1,7,2,Returning_Visitor,FALSE,1
0,0,1195.375,0.004210526,0.036090226,0,0,0,19,0,Nov,2,2,4,13,Returning_Visitor,FALSE,0
69.8,0,7514.790476,0.003821138,0.021883469,0,3,0,81,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
720.5,88.725,10580.34479,0.004767742,0.022140924,0,10,2,220,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
112.25,0,1170.711048,0.006779661,0.004699538,0,5,0,55,0,Nov,3,2,1,2,New_Visitor,TRUE,0
50,248.75,1034.3125,0.013043478,0.017826087,0,3,5,39,0,Dec,1,1,1,2,Returning_Visitor,FALSE,0
40.41666667,0,1477.734676,0,0.018970588,9.694154066,2,0,33,0,Dec,2,2,4,1,Returning_Visitor,TRUE,0
0,18,0,0.066666667,0.133333333,0,0,2,1,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
449.75,0,1786.109649,0,0.017118644,40.65671234,11,0,52,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
0,0,1787.5,0.1,0.15,0,0,0,2,0,Nov,3,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Dec,8,13,9,20,Other,FALSE,0
117.5,0,104.5,0,0.016666667,0,8,0,8,0,Nov,1,1,2,2,Returning_Visitor,TRUE,1
107.75,0,369.05,0.005555556,0.029365079,0,4,0,15,0,Nov,3,2,8,1,Returning_Visitor,FALSE,0
98,0,1407.375,0,0.006666667,39.59436227,2,0,29,0,Dec,2,2,4,1,Returning_Visitor,TRUE,1
172.8492647,0,2002.814281,0,0.029566569,18.13388282,5,0,33,0,Nov,2,2,1,11,Returning_Visitor,FALSE,0
0,75.5,4008.578283,0.003003003,0.01899841,0,0,2,109,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
0,183,866.4166667,0,0.004444444,0,0,2,16,0,Nov,4,1,3,3,Returning_Visitor,TRUE,0
0,0,436,0,0.022222222,0,0,0,9,0,Nov,2,2,3,2,Returning_Visitor,FALSE,0
0,0,381.25,0.0125,0.0625,0,0,0,24,0,Nov,2,2,1,11,New_Visitor,TRUE,0
18.25,0,2796.316667,0.005185185,0.019584736,0,1,0,82,0,Nov,2,2,1,6,Returning_Visitor,FALSE,0
0,0,8068.742154,0.008325792,0.02329814,4.789722625,0,0,222,0,Nov,2,2,2,1,Returning_Visitor,TRUE,0
0,0,160.25,0.0125,0.075,0,0,0,8,0,Nov,3,2,1,6,Returning_Visitor,FALSE,0
229.5,0,1909.232143,0.0125,0.034375,17.15249937,2,0,31,0,Dec,2,2,3,8,Returning_Visitor,FALSE,1
186.5,138.75,2002.230612,0.0025,0.023333333,0,9,3,76,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
0,0,1677.178571,0.026666667,0.060444444,0,0,0,15,0,Nov,3,2,4,2,Returning_Visitor,TRUE,0
98.35,0,9485.374568,0.003113824,0.018561894,0.651781814,5,0,279,0,Nov,2,2,1,2,Returning_Visitor,TRUE,0
162.4911765,0,1162.797222,0,0.020175439,47.99566725,9,0,32,0,Nov,1,2,1,8,Returning_Visitor,FALSE,1
164.925,66.875,1899.598899,0.010964912,0.029949875,83.78651166,16,5,64,0,Nov,3,2,1,3,Returning_Visitor,TRUE,0
28.5,0,1089.625,0.01,0.033333333,0,1,0,21,0,Nov,2,2,1,20,Returning_Visitor,FALSE,0
171.75,264.1,1435.772114,0.01509434,0.013579188,0,3,3,49,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
514.075,67.5,6630.479365,0.003645833,0.010805067,0,18,4,178,0,Nov,3,2,1,8,Returning_Visitor,FALSE,1
12,11,6194.852381,0.015540541,0.032152607,0,1,1,74,0,Nov,2,2,9,13,Returning_Visitor,FALSE,0
172.125,0,2767.366071,0.000533333,0.004071111,39.75249992,6,0,122,0,Dec,4,1,1,2,Returning_Visitor,FALSE,0
0,148.5,2271.553571,0.002702703,0.017905405,0,0,2,72,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,325.1666667,0,0.056,0,0,0,5,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
30.75,0,1477.394841,0.004166667,0.021527778,0,4,0,47,0,Nov,1,5,1,2,Returning_Visitor,FALSE,0
0,0,56.5,0,0.05,0,0,0,2,0,Nov,8,2,1,3,Returning_Visitor,FALSE,0
15,0,343.8333333,0,0.0125,38.3399435,1,0,18,0,Dec,2,13,9,20,New_Visitor,FALSE,1
255,0,173.4333333,0.03,0.025714286,0,2,0,10,0,Dec,3,2,1,1,Returning_Visitor,TRUE,0
0,0,1697.058333,0.004347826,0.019565217,1.990788672,0,0,47,0,Dec,2,2,7,1,Returning_Visitor,FALSE,0
344,0,1860.25,0,0.013095238,12.94438665,9,0,22,0,Dec,2,2,7,1,Returning_Visitor,FALSE,1
25.5,0,122.6666667,0,0.014285714,0,1,0,12,0,Nov,1,1,1,8,New_Visitor,TRUE,0
127.6666667,0,107,0,0.033333333,0,7,0,12,0,Nov,1,1,4,2,New_Visitor,TRUE,0
0,0,267.7333333,0.022857143,0.040606061,0,0,0,15,0,Nov,3,2,3,11,Returning_Visitor,TRUE,0
22,0,53.83333333,0.025,0.0375,0,3,0,10,0,Dec,4,2,3,10,Returning_Visitor,TRUE,0
154.5,0,308.3333333,0,0.0125,0,1,0,9,0,Nov,1,2,2,10,Returning_Visitor,TRUE,0
0,0,0,0.2,0.2,0,0,0,2,0,Dec,1,1,2,1,Returning_Visitor,TRUE,0
5.5,28,929.3333333,0,0.015333333,0,1,2,20,0,Dec,2,2,6,2,Returning_Visitor,FALSE,0
181.5,0,2265.571429,0,0.018018018,28.11367347,4,0,34,0,Nov,4,1,3,1,Returning_Visitor,TRUE,1
0,0,168,0.041666667,0.063888889,0,0,0,12,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,2,2,1,6,New_Visitor,FALSE,0
0,0,663,0.0375,0.066666667,0,0,0,24,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
0,0,1009.430952,0.006,0.017238095,4.803305732,1,0,50,0,Nov,1,1,1,10,Returning_Visitor,TRUE,1
0,0,0,0.2,0.2,0,0,0,1,0,Nov,3,2,1,1,Returning_Visitor,FALSE,0
112,0,601.0864146,0.012643678,0.019984651,0,8,0,27,0,Dec,1,1,2,8,Returning_Visitor,FALSE,0
0,0,529.5,0,0.04,44.443614,0,0,6,0,Dec,2,2,2,1,Returning_Visitor,FALSE,1
0,0,640.875,0,0.011111111,18.85445822,0,0,10,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
90.5,0,369.5,0,0.025,0,3,0,15,0,Nov,3,2,2,2,New_Visitor,TRUE,0
57.5,0,534.2638889,0,0.011111111,87.74978701,1,0,32,0,Dec,1,2,1,8,Returning_Visitor,TRUE,1
0,0,305.4,0,0.019444444,0,0,0,12,0,Dec,3,2,1,11,Returning_Visitor,FALSE,0
18.6,0,2834.280117,0.004883721,0.013388945,37.42337649,2,0,85,0,Nov,2,2,1,1,Returning_Visitor,TRUE,0
64.5,0,145.5,0.0125,0.025,0,4,0,17,0,Nov,2,2,4,8,Returning_Visitor,FALSE,0
78.75,0,465.7321429,0,0.015384615,0,6,0,24,0,Dec,4,2,1,2,New_Visitor,FALSE,0
0,0,1073.295779,0.013793103,0.017471264,0,0,0,29,0,Dec,1,1,1,3,Returning_Visitor,TRUE,0
20.75,0,868.6785714,0.002777778,0.019722222,62.51664293,2,0,22,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,39.25,0,0.05,0,0,0,4,0,Nov,4,2,1,1,Returning_Visitor,FALSE,0
0,0,351.5,0.05,0.1,0,0,0,4,0,Dec,2,2,5,20,Returning_Visitor,FALSE,0
138.5,292,807.0833333,0.002083333,0.011458333,0,3,6,26,0,Dec,3,2,1,8,Returning_Visitor,TRUE,0
91.5,333.8333333,3041.676452,0.011764706,0.030932814,0,3,4,132,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
163.375,0,403.4166667,0,0.005,0,8,0,18,0,Dec,2,2,9,2,New_Visitor,FALSE,0
16,0,399,0.015384615,0.046153846,0,2,0,10,0,Nov,1,1,1,8,Returning_Visitor,FALSE,0
93.5,0,2186.145833,0,0.004807692,32.13922216,7,0,101,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
461,0,111,0,0.011111111,0,6,0,4,0,Dec,3,3,3,8,New_Visitor,FALSE,0
0,6,720.15,0.005128205,0.017948718,0,0,1,39,0,Nov,2,4,7,2,Returning_Visitor,FALSE,0
19,14,2408.579762,0,0.016621622,0,1,1,74,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
13.33333333,68.5,1602.35,0.002747253,0.038988095,0,3,4,72,0,Nov,2,2,3,2,Returning_Visitor,FALSE,0
0,0,150.25,0.04,0.12,0,0,0,5,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
146,0,879.5,0,0.0125,0,4,0,14,0,Dec,2,5,4,2,New_Visitor,TRUE,0
0,0,1234.525,0,0.020720721,0,0,0,37,0,Dec,1,2,5,3,Returning_Visitor,FALSE,0
100,0,954.9083333,0,0.008521303,0,4,0,18,0,Nov,1,2,8,2,Returning_Visitor,TRUE,0
0,13,3740.291667,0.012765957,0.041884498,0,0,2,45,0,Dec,2,10,1,1,Returning_Visitor,TRUE,0
0,0,759.0833333,0.008333333,0.025925926,0,0,0,36,0,Nov,2,2,5,2,Returning_Visitor,TRUE,0
76,0,831.1111111,0,0.0125,77.97458009,2,0,33,0,Dec,2,2,4,2,Returning_Visitor,TRUE,1
0,0,168,0,0.011111111,0,0,0,6,0,Nov,1,1,1,2,New_Visitor,TRUE,0
91,0,537.625,0,0.01,0,4,0,20,0,Dec,8,13,9,20,Other,FALSE,0
37.5,0,65.5,0.033333333,0.066666667,0,1,0,5,0,Nov,1,1,3,3,New_Visitor,FALSE,0
0,0,333,0.021052632,0.036842105,0,0,0,20,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Dec,1,1,1,1,Returning_Visitor,TRUE,0
0,0,1234.5,0.001724138,0.020689655,0,0,0,57,0,Nov,2,7,2,2,Returning_Visitor,TRUE,0
8,0,690.2541667,0.012121212,0.029834711,10.05608631,1,0,32,0,Dec,1,1,3,2,Returning_Visitor,TRUE,0
0,0,152.75,0.014285714,0.047619048,0,0,0,7,0,Dec,3,2,3,2,New_Visitor,FALSE,0
0,0,339.5,0,0.013888889,0,0,0,9,0,Dec,1,2,3,2,New_Visitor,TRUE,0
37.33333333,5,797.7619048,0.012121212,0.034343434,0,2,1,30,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
0,82,2895.129762,0.001626016,0.005813008,16.96317099,1,3,120,0,Nov,1,2,1,11,Returning_Visitor,FALSE,1
6,0,2011.305556,0,0.012301587,0,1,0,44,0,Nov,2,2,1,3,Returning_Visitor,FALSE,0
0,0,614.75,0,0.073333333,0,0,0,5,0,Dec,2,10,2,2,Returning_Visitor,FALSE,0
89,0,417.75,0.01,0.03,0,1,0,11,0,Dec,2,2,1,2,New_Visitor,FALSE,0
0,0,649.5,0.028571429,0.057142857,0,0,0,7,0,Dec,2,2,4,2,New_Visitor,FALSE,1
26,6,3400.248897,0.014692557,0.025598706,0,2,1,103,0,Nov,3,2,9,13,Returning_Visitor,TRUE,0
0,0,22,0.05,0.066666667,0,0,0,2,0,Dec,3,2,7,20,Returning_Visitor,FALSE,0
42.75,0,2526.483333,0.027272727,0.055555556,40.1844879,2,0,31,0,Dec,2,4,6,1,Returning_Visitor,FALSE,0
0,0,66.5,0.066666667,0.166666667,0,0,0,2,0,Nov,3,2,3,13,Returning_Visitor,FALSE,0
0,0,185,0.025,0.033333333,0,0,0,8,0,Dec,3,2,3,10,Returning_Visitor,FALSE,0
202.8333333,0,613.8958333,0,0.030769231,3.728742569,2,0,11,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,1237,0.033333333,0.039761905,0,0,0,29,0,Nov,3,2,1,13,Returning_Visitor,FALSE,0
122,0,651.8666667,0,0.011764706,0,3,0,34,0,Nov,3,3,2,11,New_Visitor,FALSE,0
0,98,491.375,0,0.011904762,0,0,1,14,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
0,0,469.9761905,0.02,0.064,0,0,0,20,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
27.25,0,219.25,0,0.033333333,75.50833257,2,0,9,0,Dec,2,2,7,2,Returning_Visitor,FALSE,1
0,0,607.5892857,0.028571429,0.051322751,0,0,0,21,0,Dec,3,2,1,2,Returning_Visitor,TRUE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,1,1,5,2,Returning_Visitor,FALSE,0
213.5,0,303.5,0,0.016666667,87.9029606,6,0,11,0,Dec,8,13,9,20,Other,FALSE,1
0,0,107.25,0,0.025,0,0,0,4,0,Dec,2,2,1,3,Returning_Visitor,FALSE,0
86.33333333,0,1256.333333,0,0.023076923,0,3,0,14,0,Nov,1,1,4,2,Returning_Visitor,FALSE,0
0,0,1624.941667,0,0.0203125,0,0,0,65,0,Nov,2,6,2,11,Returning_Visitor,TRUE,0
45.5,0,333.25,0,0.018181818,9.905143745,1,0,10,0,Dec,2,2,1,2,New_Visitor,TRUE,1
4,0,2386.066667,0.004444444,0.030864198,0,1,0,47,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
0,0,3324.597222,0.017123288,0.040273973,0,0,0,73,0,Nov,2,2,1,13,Returning_Visitor,FALSE,1
0,0,59.25,0.04,0.1,0,0,0,5,0,Nov,2,6,2,2,Returning_Visitor,FALSE,0
0,0,29,0,0.05,0,0,0,2,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
86.08333333,0,396.5,0,0.007692308,0,5,0,11,0,Nov,3,2,3,8,New_Visitor,TRUE,0
11,0,249.6666667,0,0.033333333,0,2,0,14,0,Nov,4,2,1,3,Returning_Visitor,FALSE,1
225.5386364,368.1547619,3874.240873,0.006494118,0.021731397,6.245397811,13,8,111,0,Nov,2,2,9,2,Returning_Visitor,FALSE,0
57.25,0,1930.410714,0.0125,0.018083333,21.39566828,6,0,36,0,Nov,1,1,1,2,Returning_Visitor,FALSE,1
29,0,3554.64902,0.002020202,0.013183349,0,5,0,94,0,Dec,2,2,4,2,Returning_Visitor,FALSE,0
64.5,0,766.2166667,0,0.001851852,0,1,0,36,0,Dec,3,2,3,2,New_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,2,2,2,3,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Dec,2,2,5,1,Returning_Visitor,FALSE,0
101.75,65.5,1307.472222,0.011149826,0.027235772,0,4,2,37,0,Nov,3,2,3,2,Returning_Visitor,FALSE,0
0,199,661.1388889,0.00625,0.027083333,0,0,2,30,0,Nov,2,2,3,10,Returning_Visitor,FALSE,1
79.66666667,220,3556.346795,0.008403361,0.021415475,0,6,4,112,0,Dec,2,4,1,2,Returning_Visitor,FALSE,0
66.5,0,1141.175,0.010416667,0.025902778,0,5,0,29,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
22.25,0,2958.216667,0.007692308,0.033230985,7.868980948,2,0,27,0,Nov,2,2,6,2,Returning_Visitor,FALSE,1
0,0,1553.269048,0,0.009586466,0,0,0,76,0,Nov,2,4,1,2,Returning_Visitor,FALSE,0
0,0,39.5,0,0.1,0,0,0,1,0,Dec,1,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,2,0,Dec,3,2,4,3,Returning_Visitor,FALSE,0
0,0,221.5,0,0.00625,0,0,0,8,0,Dec,1,1,1,2,New_Visitor,FALSE,0
6,0,579,0,0.0125,63.93506419,1,0,15,0,Dec,1,1,4,2,New_Visitor,FALSE,1
44.5,376.5,1222.25,0.005185185,0.021604938,0,3,4,49,0,Dec,2,2,2,2,Returning_Visitor,TRUE,0
0,0,1947.5,0,0.021428571,0,0,0,14,0,Nov,1,1,1,3,Returning_Visitor,FALSE,0
0,0,166.0833333,0.016666667,0.025,0,0,0,12,0,Nov,1,1,1,2,Returning_Visitor,TRUE,0
2137.112745,0,4223.409838,0.00877193,0.017126354,8.886648533,14,0,53,0,Nov,3,2,2,2,Returning_Visitor,FALSE,0
107.6666667,505.1666667,14988.59151,0.008498915,0.029697173,0,5,10,281,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,218.25,402.0430403,0.007142857,0.02202381,0,0,4,25,0,Nov,1,1,1,10,Returning_Visitor,FALSE,1
0,0,935.9,0.004347826,0.024637681,0,0,0,23,0,Dec,2,2,1,2,New_Visitor,FALSE,0
136.5,0,412.0833333,0,0.016666667,0,3,0,10,0,Dec,3,3,3,2,New_Visitor,FALSE,0
0,0,215.952381,0,0.018181818,0,0,0,13,0,Nov,3,2,6,2,New_Visitor,FALSE,0
0,0,275.1666667,0,0.021428571,0,0,0,14,0,Nov,4,2,6,3,Returning_Visitor,FALSE,0
41.5,0,68.75,0,0.0375,0,3,0,5,0,Nov,1,2,1,8,New_Visitor,FALSE,0
0,0,455.0833333,0,0.010526316,14.13268846,0,0,21,0,Dec,4,1,1,2,New_Visitor,FALSE,1
44.5,0,1300.041667,0.001960784,0.023193277,6.028854102,1,0,52,0,Nov,2,2,2,2,Returning_Visitor,TRUE,1
310,407,7767.32556,0.006045198,0.019212627,8.845689534,1,3,176,0,Nov,2,2,2,1,Returning_Visitor,TRUE,0
0,0,199.5,0,0.01,0,0,0,5,0,Nov,4,2,1,3,Returning_Visitor,FALSE,0
0,0,701.8032468,0,0.011111111,61.07207396,0,0,17,0,Nov,2,2,5,6,New_Visitor,FALSE,1
32.25,0,434.5833333,0.011764706,0.011764706,0,1,0,18,0,Dec,3,2,1,2,Returning_Visitor,FALSE,0
35.83333333,0,92.33333333,0.059259259,0.088888889,0,3,0,9,0,Nov,1,1,8,1,Returning_Visitor,FALSE,0
0,0,1919.55,0.008695652,0.031884058,4.280302196,0,0,23,0,Nov,2,2,4,1,Returning_Visitor,FALSE,0
0,0,1251.932143,0,0.011302211,0,0,0,38,0,Nov,1,1,1,1,Returning_Visitor,FALSE,0
304.5,56.5,2350.905769,0.012088889,0.018292063,0,7,3,69,0,Dec,3,2,2,2,Returning_Visitor,FALSE,0
0,0,210.5,0.030769231,0.046153846,0,0,0,13,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
0,0,124.5,0,0.1,0,0,0,2,0,Dec,1,1,1,2,Returning_Visitor,FALSE,0
0,0,12,0.033333333,0.133333333,0,0,0,6,0,Dec,2,2,1,3,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,Nov,2,2,1,1,Returning_Visitor,FALSE,0
0,0,171.5,0,0.022222222,0,0,0,9,0,Nov,2,2,2,13,Returning_Visitor,FALSE,0
647.3333333,191.5833333,10886.87692,0.005110897,0.018243793,16.64099403,6,6,175,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
51,68.75,12460.67006,0.007569141,0.014819782,0,2,3,227,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
0,0,4403.382777,0.002941176,0.011552302,0,0,0,87,0,Dec,2,2,6,2,Returning_Visitor,FALSE,0
96.75,0,2151.097436,0,0.005172414,0,5,0,113,0,Nov,2,2,2,11,New_Visitor,FALSE,0
54.5,29.5,1055.75,0,0.026666667,0,2,4,11,0,Dec,2,2,1,2,New_Visitor,FALSE,0
229.75,0,760.6190476,0,0.011111111,51.86660251,7,0,33,0,Nov,2,2,3,2,New_Visitor,FALSE,1
58.5,0,1012.166667,0,0.041666667,62.86831138,1,1,11,0,Nov,2,2,1,1,Returning_Visitor,FALSE,1
17.5,0,810.3333333,0,0.020512821,0,3,0,15,0,Nov,2,2,3,11,Returning_Visitor,TRUE,0
0,139.75,4567.942696,0.002944942,0.02119383,0,0,2,141,0,Dec,2,5,3,2,Returning_Visitor,FALSE,0
0,0,502.9166667,0,0.021428571,0,0,0,14,0,Dec,1,1,2,1,Returning_Visitor,FALSE,0
37.5,0,45.25,0,0.02,0,2,0,3,0,Dec,4,1,3,3,Returning_Visitor,TRUE,0
0,0,1251.316667,0,0.03452381,0,0,0,15,0,Nov,3,2,1,2,Returning_Visitor,TRUE,1
0,0,0,0.2,0.2,0,0,0,1,0,Nov,1,1,3,3,Returning_Visitor,FALSE,0
63.5,0,222.5,0,0.007142857,0,2,0,12,0,Dec,2,10,3,2,New_Visitor,TRUE,0
0,0,0,0.2,0.2,0,0,0,2,0,Nov,1,8,3,1,Returning_Visitor,TRUE,0
43.625,16,3624.056349,0.009489489,0.01406394,11.32556227,3,1,109,0,Nov,1,2,1,2,Returning_Visitor,FALSE,1
0,0,155.25,0,0.12,0,0,0,5,0,Nov,1,1,1,1,Returning_Visitor,FALSE,0
5,0,900.5,0.011538462,0.026923077,0,1,0,12,0,Nov,2,2,4,6,Returning_Visitor,FALSE,0
281.9166667,6,2616.905952,0.002409639,0.033978772,0,3,2,83,0,Nov,2,2,3,2,Returning_Visitor,TRUE,1
157.5,0,138.75,0.0125,0.025,0,5,0,15,0,Nov,1,1,1,2,New_Visitor,FALSE,0
9,0,4334.815476,0.005531915,0.03962766,0,1,0,95,0,Dec,2,2,1,1,Returning_Visitor,FALSE,0
57,0,772.9166667,0.017647059,0.045098039,0,2,0,15,0,Nov,3,2,3,13,Returning_Visitor,FALSE,0
0,0,482.5,0.02,0.04,0,0,0,12,0,Nov,1,2,1,10,Returning_Visitor,FALSE,0
15,0,1138.25,0.030769231,0.048717949,0,3,0,12,0,Dec,1,1,1,3,Returning_Visitor,FALSE,0
0,0,61.5,0.066666667,0.1,0,0,0,3,0,Dec,3,2,3,8,New_Visitor,FALSE,0
0,0,82.5,0,0.03,0,0,0,10,0,Nov,2,2,9,11,Returning_Visitor,FALSE,0
0,0,36,0.066666667,0.1,0,0,0,3,0,Nov,2,2,3,2,Returning_Visitor,FALSE,0
0,0,231,0.011764706,0.029411765,0,0,0,17,0,Nov,2,10,7,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,3,0,Nov,2,2,1,13,Returning_Visitor,FALSE,0
211.5,222,2266.270833,0.005263158,0.029874687,0,9,4,30,0,Nov,3,2,1,2,Returning_Visitor,FALSE,0
0,0,1892.005556,0.02195122,0.040859466,0,0,0,42,0,Nov,1,1,1,13,Returning_Visitor,TRUE,1
115.9666667,0,181.3,0,0.016666667,0,5,1,9,0,Dec,1,1,1,8,New_Visitor,FALSE,0
14,0,947.8833333,0,0.006078431,0,3,0,36,0,Dec,2,2,1,10,Returning_Visitor,FALSE,0
0,0,579,0,0.033333333,0,0,0,6,0,Dec,1,1,7,3,Returning_Visitor,TRUE,0
187.875,32.5,2719.525974,0.016447876,0.029992691,3.222261703,5,1,34,0,Nov,3,2,3,2,Returning_Visitor,FALSE,0
48.5,0,668.1,0.007843137,0.019117647,36.95500632,1,0,35,0,Nov,2,4,1,3,Returning_Visitor,FALSE,1
50.5,7,916.9222222,0,0.009677419,0,2,1,27,0,Nov,1,2,1,8,New_Visitor,TRUE,1
